document	label
감독님들 고은님 쓰면 영화안봅니다 .	0.0
명성있는 고전작품은 그냥 그대로 냅두지 머하러 다시 만드나.. 이게 무슨 액션블록버스터도 아니거늘..	0.0
처음부터 끝까지 이하나는 예뻣다.... 하지만 드라마는 1점	0.0
컴퓨터 전기세가 아깝다!!!	0.0
장면 전환이나 움직임이 긴장감 있어서 더 즐거웠고 내용도 좋았고 캐릭터들도 매력있고 재밌었다.	1.0
독일경비대를 오토바이로 따돌릴 때의 장면 은 잊을수없다	1.0
몇몇 탁월한 이미지와 웅장한 음악. 단지 그것뿐	0.0
우여곡절 끝에 개봉한 작품으로 전편의 명성을 그대로 이은 작품	1.0
과거를 파헤치는 과정이 지루한데다가 밝혀진 비밀도 별거 없군	0.0
이 영화를 극장가에서 개봉당시 본건 행운이었죠... 다시 생각나서 한 번 찾아 봤습니다. . 정말 재미있었죠... 임창정이란 배우는 지금은 뭔가 좀 아쉬운 듯 한데...	1.0
이건 정말 나를 울리게 한 최초의 영화 명작!!	1.0
역시 드니로의 연기는 일품 나도 맥스가 샘을 죽이길 바랬다	1.0
지금도 기억에 새록새록 남네요...	1.0
무조건 동성애를 안좋게보는사람들이 봤으면좋겠네요 두분연기잘봤습니다 ㅎㅎ	1.0
중간에 잠을 자버려서 내용을 놓쳤다	0.0
별 기대 없이 봤지만 참 따뜻하고 뭉클한 영화.	1.0
보고싶다	0.0
할리 베리 연기 인생을 아작내다.	0.0
역시 박정철은 멋지다.연기력도 굿!!!!!!!!!!!!!!!!!!!!!!!!!	1.0
아리따운 다케우치의 기모노입은 모습 밖에 볼게 없는 듯 합니다.	0.0
완전좋아~~~>.<	1.0
보고싶었던 영화. 한 달 전 쯤 봤다. 나는 시기에 맞는 영화였다	1.0
재미있고 교훈적 내용에 멋진 음악과 배경, 의상이 덤으로...	1.0
오랜만에 봐도 감동적이고 아름다운 명화.	1.0
지루하고 애매한 결말에 앞뒤가 안맞는 스토리....	0.0
알파치노..	1.0
너무 감동적이에욧><	1.0
어설픈 택시드라이버 아류영화.	0.0
이 영화를... 하루에 한편 하는 이 영화를 저 혼자봣어요... ㅠㅠ 다들 안목없으시다 ㅠㅠ 다문화가정의 아픔을 잘 알고 있는 용재 오닐의 그 마음으로 다가가서 함께하는... 멋져요 !	1.0
속편 안보고 재밌다고해서 봤습니다. 잔인할줄 몰라서 좀당황.. 특수대? 카리스마도 개성도 없고 속수무책으로 당할뿐이고요.. 재밌게봤다는 평이 도저히 납득안갑니다 지루해서 앞으로 돌려봤음 평점 너무 높은것같아서 깎으려고 1점줍니다 갠적으로 시간아까웠음	0.0
영화가끝날무렵.잠시 띵한후 한번더 보았다는스토리.영상.ost..추천...만점주지않은건 못찾은음원이 너무많아서;;;	1.0
많은 감동을 준 드라마이다.	1.0
각기 다른 사람들의 재밌고 멋진 사랑영화	1.0
노래가 독특 해서 좋아요	1.0
쨩이야	1.0
마세영이랑 진구 너무 잘어울림!! 둘이잘됫음 좋겟다!	1.0
그냥 기독교영화네요. 좀 더 깊이있는 내용을 기대했는데.. 실망입니다. 영화도 뭔가 엉성해요;;	0.0
강수연의 나가있어~!그리고 최정원의 신음신~	0.0
보내는 내내 궁금증은 유발하지만 지루하게 끝나버림.	0.0
보는 시간조차 아까운 영화...	0.0
감동....................ㅜㅜ	1.0
세월이 지나서 다시 보니 뭔가 먹먹함이 다르더군요. 공감하는 사람이라면 가슴속에 명작으로 남을 듯...	1.0
정말이지 최고의 영화였습니다 내인생 최고의영화!	1.0
98년에 어떻게 이런영화가 만들어졌는지 의문.. 당대 최고의 영화 지금봐도 퀄에서 결코 떨어지지 않아요	1.0
잼남ㅋㅋㅋ시간가는줄몰랐네여	1.0
진심 극중 왕조현이 뿜는 아름다움은 그 어디서도 보지못했다	1.0
이제보니까 장백기였네	0.0
아름다운 자연의 모습과 냉혹한 현실의 괴리감을 떨쳐낼 수가 없다.. 정말 좋은 영화다	1.0
어차피 무조건 욕하는 사람은 뭐라고 해도 욕한다.	1.0
최악 진짜..그 많은 돈으로 연출을 이렇게할줄이야..	0.0
일본영화랑 비슷한건 저만 느끼는건가요??수트입으면 미남으루 변하구 마지막에 평생입으라구 권유받구...창조가 이렇게까지 중복될수 있눈건지...잘 모르겠네여	0.0
난 평소에 역사에 관심이잇고 이런 보물찾기, 미지의모험 열라좋아함 ㅋㅋ대박 ㅋㅋㅋ	1.0
노잼노잼노잼노잼노잼	1.0
14화 쩔었다죠 ㄷ	1.0
패러디 영화네;;; 이거왠지 저질일듯;;	0.0
훈훈하고 따뜻한 부정을 느낄수잇엇음	1.0
내용 따뜻한영화 나누고 베푸는작품들이 많이 만들어지기를희망합니다	1.0
이건 말이 필요 없다 그냥 닥치고 봐라	1.0
당신의 형제,직장동료,선후배,가족으로 삶을 살아가는 사랑하는 사람들의 이야기	1.0
책임감 부족한 사람은 이거보고 교육받아라 ㅇㅇ 보다가 토나올뻔	1.0
영화 루시+좀비오 합쳐놓은영화 같네요. 루시의 뇌사용으로 초능력... 죽은자도 되살리는 좀비오의 약물... 흠.. 재미는 별로 없어요	0.0
난리났다 난리나..여기가 무슨패션쇼장이야?영화야?	0.0
작가가 바뀌기전엔 정말 재미있었는데..갈수록 3류드라마처럼 되네..배가 산으로 가는느낌??어수선하면서도 스토리가없다	0.0
잘봤습니다 작은얼음조각은무시하는 큰얼음강이 인상깊네요 감동적입니다	1.0
이거야 이거 ㅋㅋㅋㅋㅋ	1.0
감동적인 영화인듯...	1.0
지나치게 좁은곳으로 몰아넣은 의욕과다로 절제하고 버릴줄 모르는 시로또들의 습작.	0.0
홍상수, 이제는 파리다!....는 김영호 FAIL	0.0
정말 속은느낌이다	0.0
정말 짜증의 극치를 보여주는영화. 굉장히 언밸러스한 느낌. 뚱뚱하고 못생긴 남자애의 발연기를 시종일관 봐야하는게 고역인듯. 간간히 흘러나오는 잔잔한 클래식풍의 음악조차도 듣기싫어 짜증날정도로 상당히 싫은영화.	0.0
순수!!!	1.0
7~8점정도가 적당. 재밌어요. 점수 올려주려고 10점줌. 써티데이즈오브나잇+데드캠프라 생각하면 됨. 극한 상황에서 생존하는 영화 좋아하시는분들께 추천합니다. 졸작 아니고 충분히 볼만한 작품. 시간이 짧은 만큼 아쉬운게 있긴하지만 전반적으로 괜찮아요.	1.0
연애의 기술 보단 재밌음	0.0
재미있게봤어~ 어렸지만 사랑에 희생정신이 좋았어~~	1.0
망함	0.0
원래 10점잘안주는데 너무뭉클하고 감동적인 스토리에 엄청 울었습니다 꼭봐야하는 영화!!★	1.0
벅스라이프에 캐 관광 ㅋㅋ	0.0
정말 비추입니다. 영화로 나오러면 최소 시간이 잇나요? 계속 시간을 끌려는것 같앗어요~~ 마지막 노래도 계속 반복에 외국사람들 나와서 입모양도 안맞고.. 아이들은 좋아햇지만 돈은 아까웠습니다. 질이 헝편없어요..	0.0
네놈을 살려두기엔 쌀이 아까워! 세기의 명대사	1.0
누가 이 영화에 평점을 1점따위밖에 안주냐. 이건 10점만점짜리 영화다.	1.0
말이 필요없다 내 생애 최고의 드라마!!	1.0
마이클베이 최근작을 볼때마다 느낀다. 블록버스터 액션장르라도 탄탄한 시나리오는 영화의 필수라는것을. 그리고 당신이 기대하던 메간폭스는 늙었다.	0.0
재미있어요ㅎㅎ즐겁게잘보고가요ㅎ	1.0
돈 내고 지치게 하는 영화	0.0
이 영화가 왜 이렇게 저평가 받는지 모르겠다	1.0
아키 카우리스마키 우리는 눈빛으로 대화를 하지요 ㅋㅋ	1.0
세상에는 보이는것보다보이지않는것이 더 많다	1.0
난이드라마 세번봤음 내생애 최고의 드라마. 짱임!! 이런드라마 또나왔음 좋겠다.	1.0
슬프고 잔인한 운명을 타고난 소녀의 드라마	1.0
좋은영화	1.0
만점을주기에는무언가찝찝하달까나	1.0
담담한 연출에도 맘이 편치 않다.	0.0
컴퓨터 전기세가 전혀 아깝지 않는 영화인데 평점이 너무 낮구나!!	1.0
다큐형식이지만 끝까지 지루하지 않고 재미있다. 마음은 쓸쓸하지만. 인생이 꼭 해피앤드란 보장은 없으니까.	1.0
"""""""자식 잃은 부모한테.. 남은 인생 같은건 없어.."""""""	1.0
발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기	0.0
왕짜증.....아주 전개를 짬뽕으로 믹스했구나...음향만 무섭게하네..하아	0.0
그림이 참 아기자기하고 아름답다. 사랑 찾아 삼만리~	0.0
주윤발이 이런 흐접 영화에 출연했던게 당시에 참 안타깝더라는	0.0
작은거 하나에도 설레어했던 학창시절 그때 그느낌을 다시 느껴볼수있는시간이었다. 장면 하나 하나 대사 하나 하나 배경음악 하나 하나 버릴게 없는 드라마.	1.0
1점도 아까운 영화. 관객 모독에 가까운 영화임.	0.0
지금OCN에서 하길래 보려고 했는데 도입부가 너무 지루함	0.0
최고의 영화입니다.짱짱!!	1.0
이건 뭐냐? 우뢰매냐? ;;;	0.0
당신이 솔로가 아니면 이 영화를 보지마세요.	0.0
샤샤가 사랑스러우면서 웃음이 풉하고 나오는 캐릭터임...상황이 웃기게 연출이 되서 바보스럽기까지 하지만ㅎ 이쁘게 나옴..ㅎㅎ...참고로 친구로 나오는 자오는 한국인이라는 점~ㅎ	1.0
정말 재미있고 좋지만 마지막 결과는 감옥에서 나왔지만 그후 결말이 아쉽습니다	1.0
많을 것을 생각하게 만드는 영화입니다.마지막에 사람들이 짐승으로 보이고 아수라가 사람같아 보였습니다.	1.0
주옥같은 곡들이 많이 나오는 영화를 이제서야 봤네요...	1.0
괜찮은 영화...	1.0
오랜만에 정말 생각하게 하는 영화.	1.0
휴	1.0
명감독의 졸작. 감동이나 재미는 없다.	0.0
이거 뭔 영화.... 왜 만들었는지 이해가 안간다. 감동,재미도 없고	0.0
진짜 통쾌하네.아 근데 맨 마지막 자막 말이야 그거 실화를 나타내는거 아니겠지???세상에 그게 실화라면 안 도무지 그 마크의 아내를 이해할수가 없어,물고 뜯어도 모자랄판에 어떻게 친구가 될생각을 했을까?	1.0
잘 봤습니다.	1.0
다른 극장판보다 색다르고 좋았어요	1.0
노잼이다 역대급이다 ㅋㅋ	0.0
잼있구만~ 여배우 이쁘구~ 평점보고 안봤으면 후회했겠다.. 네이버평점은 믿을게안데	1.0
최고다	1.0
아오 뭔 스토리가 없어 스토리가. 돈아까와 다 봤다만 왜! 평점 0점은 없는지? ㅉㅉㅉ	0.0
미워할 수 없는 사랑스러운 아빠! 그리워집니다	1.0
AB형 잠 좀 그만 자라 대못펀치	1.0
ㅋㅋ 조금은 유치했지만 왕조현 주윤발 이것만으로도 충분히 볼만했다.	1.0
공격적인 재미, 유순한 여성성, 일기토, 지략 삼국지의 그것과 맞짱!	1.0
가슴이 먹먹해서 눈물나 혼났어요연기도 잘하고 몰입도가 엄청 높았습니다..ㅠ	1.0
개봉때보고 신선한 충격 최고임 재밌었음	1.0
패트레이버가 언제 적부터 있던 건데 퍼시픽 림 짝퉁이라니...처음 보는 사람에게는 약할지 몰라도 팬에게는 꽤 만족할 만함.	1.0
제발 영화를 좀 보고 이해를 해보고 평가하기를.... 대작...	1.0
이제토요일마다뭐보지ㅜㅜ너무재미있는프로그램이였는데ㅜㅜㅜ	1.0
무의미한 애니메이션.	0.0
솔직히 배우들은 열심히 연기했고 감독과 스태프들도 노력한 흔적이 많이 보이긴 하지만 뭔가 스토리가 부자연스럽기도 하고 너무 잘 풀려가는 느낌? 그리고 시청자를 확 사로잡을 수 있는 특유의 재미가 없어서 많이 아쉬움이 남는 영화이다.	0.0
독립영화 같지않은 완성도 배우들의 연기도 훌륭하고 감독이 주고자 하는 메세지도 좋았다	1.0
티비로 보니 실소만 나온다 영화관이었으면 평점이 높을텐데	0.0
블레이드시리즈는케이블티비에서많이해주는재미있는영화다	1.0
0 점은 없는건가 ???	0.0
많은생각을 하게 됐습니다. 예뼈지고 싶은 맘은 있었지만 과하면 독이겠네요. ^^	1.0
마지막에 미란이가 코난 손 잡을 때 눈물나 ㅠㅠ	1.0
평중 '나만 당할수 없다'가있었는데 꼭 맞는 영화이다.차라리 월트디즈니 애니메이션으로 만들었으면 나았을 뻔한실망만 안겨주는 영화 부도리의 꿈 이후로 이렇게 빡치는 영화는 처음이다.	0.0
이런 좋은 배우들로 이 정도의 영화 만들기도 쉽지 않을 듯..	0.0
그냥 친구가 되는 줄 알았는데 반전있는 결말;;;	0.0
잼있어요...	1.0
ㅋㅋ 초등학교 때 왜 이렇게 멋졌는지 몰랑 ㅠ_ㅠ 우엉	1.0
안봤는데평점높아ㅠ이딴영화가	0.0
모든 모습은 이 안에 일부가 스며들어있다.	1.0
말 필요엄따~~~~진정	1.0
정말 막장... 그렇게 당하고도 지네 작업실문 절대 안잠그고 맨날 도난당하고.. 초등학생애들도 이러게 망청한 짓들은 안하겠다.짜증나서 다시는 안 볼꺼임..	0.0
개 재미 없음 감동 하나 없노	0.0
전쟁영화로 시작해서 다큐멘터리로 끝. 특히 해탈한 커츠를 만난 이후에 전하고자 하는 메세지는 알겠으나 뜬금없는 장면들의 나열로 점점 메세지에 힘을 잃어버림.	0.0
저 이거 보고 울었어요. 아 바디? 몸? 왜 몸이지?전혀 일치성없음	0.0
콜린파렐. 123412341234	1.0
그때 참 재밌게봤는데 평점이 왤케 낮죠...	1.0
연출완전신선 ㄷㄷ 핵꿀잼!	1.0
앤간하면 킬링타임용으로보는데 이건 눈이썪는줄알았다. 존재의 이유를 모를영화	0.0
이제 곧 무서울 거야 이제 곧 무서울 거야 하다보니 끗.	0.0
궁금하오! 제작비의 태반을 도대체 어디에 쏟은건지	0.0
평점 하락세가 장난아니네	0.0
0점은 못주냐??	0.0
오랜만에 보는 코미디 액션 ㅋㅋ	1.0
좋은 영화 언제고 다시보고 싶다	1.0
감독은 무슨 목적으로 만들었나..	0.0
하...너무슬프다	1.0
리부트를 기다리는 영화 1	1.0
내용 진짜 뻔한데 볼만함	1.0
솔직히 재미없고 지루하다, 독일인 진짜 영화 못만네, 평점 믿고 봤다가 시간버림, 한 평점5점이 적당	0.0
최고란 말이 전혀 아깝지 않은 전무후무한 역작	1.0
섹스로 섹스로 끝나는 심리물(?)	0.0
Sf영화에서 안좋은 모든 것을 갖춤	0.0
우연히 무료영화 라서 그냥 봤다. 재밌다. 걍 재밌다. 인간의 본성이 나타나는 그곳...탈출한 1인 나가보니 온통 폐허다...살 곳이없다,..어디에도..핵전쟁의 최후가 그러려니..끔찍하다!!!	1.0
대한민국 영화 수준의 평균치를 하락시키기에 충분한 C급 영상물	0.0
징그러워도 재밌음	1.0
기억에 남는 영화...	1.0
이 영화도 미친영화다!	0.0
꿀잼 근데 아나킨은 언제	1.0
이건 또 뭐여 ㅋㅋㅋㅋ	0.0
장만옥의 표정(내면)연기가 일품이었던 작품. 영화를 보는 내내 그녀의 표정에 웃고 울고 했다.	1.0
왠일...어떻게 이런 스토리로 영화라고 만듭니까...정말 다큐멘터리식인데 그보다 더 못해요...;;	0.0
카타르시스를 느끼기에 충분한...값진영화였다..	1.0
좋은 연기, 좋은 영화입니다. 악역없는 영화가 좋아요.	1.0
보기 참 잘 한 영화, 경매에 자신의 초상이 팔리던 순간에 울음을 터뜨리던 티앙과 함께 울었던 그 순간을 기억합니다. 99와 100이 같을 수 없다는 걸 가르쳐 준 고마운 영화. 카타도르는 쓰레기가 아니라 재활용품을 줍는 사람들입니다.	1.0
저예산 영화의 선전을 빈다.	0.0
난 공중부양은 형광등 갈 때나 써	1.0
너무 재미있었다...눈을뗼수업다..	1.0
저 이 거 안 봤는 데 왠지 재밌을 겄 같아요 (잠시만요, 호감 꾹! 하고 가실께요,안그러면 ㅗ(ㅃㅋ)이 날라가요,)	1.0
이게 극장에서 보라고 만든 영화냐? ㅡㅡ;	0.0
감동인 이야기 다만 비현실이라고 생각하고 보면 그렇게 생각하고 본사람이 잘못 한것이다	1.0
진정 위대한 영화 최고임	1.0
비고 모텐슨은 크로넨버그 감독하고 일할 때 진정한 연기력이 나오는것 같아요 이스턴 프로미스 후속작 기다리던중 또한편의 수작을 봤네여	1.0
개인적으로 스탤론 영화중 제일 재밌었다.	1.0
안보는걸추천	0.0
시걸의 허접한 B급 액션영화 대충 만든티가 너무난다	0.0
밀양성폭행 가해자들이 부디 지옥 깊숙히 떨어지기를 기원합니다^^	1.0
신춘수의 과욕은 여기서 부터...	0.0
아이맥스와 공상과학영화의 어색한 조우~	0.0
정말 최악 ;;;	0.0
글쎄요.... 뭐랄까... 영화 제목을 잘못 보고 착각한 내 잘못이랄까...	0.0
옛날에 본 영화지만, 좀 이해하기 힘든 영화인 것은 확실함.	0.0
기억도 잘 안날 정도로 어릴때 봤지만 엄청 좋아했던 만화ㅋㅋ	1.0
밑에 3명 퀸즈 무개념팬이다	0.0
왜 개봉당시에 볼 생각을 안했을까 안타까움이 남는..	1.0
재밋는데 왜 평점이 7이냐 --	1.0
대단한 것일 줄 착각. 재미도 없고, 긴장감도 없고.	0.0
멋집니다!! ^ㅇ^	1.0
아니 이딴걸...영화채널에선 왜자꾸 틀어주지...암걸리게할려고 작정했나...	0.0
물론 대중적인 영화도 필요하지만, 이런 영화야 말로 영화계를 좀 더 성숙시키는 영화가 아닐까 생각해본다.	1.0
진짜진짜진짜진짜 존잼.	1.0
영화참 어렵다..내가 답답한건지..	0.0
2.2고고하자 ㅋㅋㅋ	0.0
정말 수준 떨어지는 영화....이게 코믹영화인가?이건 그냥 OOO 영화다..	0.0
이정도평점은 아닌데...	1.0
팬들가지고노는 sbs 실망이다ㅋ덕분에 낚곃네요ㅋㅋ 다음부턴 나오면 분명히 공지를내보네세요	0.0
영화 보는 내내 뭔가 모를 편안함을 느꼈어요	1.0
이런 개 ㅆㅆㅆㅆㅆㅆ ㄴ	0.0
허각 귀요미~~~	1.0
역시 믿고보는 히가시노 게이고의 작품. 플롯전개나 화면구성도 너무나 잘짰다. 예술적이기까지하다. 내내 몰입해서 본 듯.	1.0
솔직히 객관적으로 경탁이 연기 별로다 연출도 구리다 스토리도 산으로 간다 무엇보다도 중요한건 주인공인 송승헌이 연기를 못한다ㅡㅡ 리메이크가 장난이냐? 기분 나쁜 드라마다	0.0
10점 외에 줄 수 있는 점수는 없다.	1.0
헐헐 연기에오그라드네헐	0.0
아이들이 보기엔 좋을지도?	0.0
흠...관객들 가지고 노는건가? 상영도 안하는데..	0.0
잘못 참 햇지만,, 아이를 통해 불행했던 남자가 행복했던 ...	1.0
..전부인이 가엾다. 남이하면불륜 내가하면 로맨스..	0.0
내인생 잊혀지지 않은 영화. 지금도 빠삐용 주제를 가끔 듣노라면 내가슴 깊은곳에 고독과 살아야겠다는 서러움이 절절하게 끓어오릅니다. 아마도 내 인생이 슷비슷비하지 않았나 생각됩니다. 물론 빠삐용하고 비교할 수 없지만 조금이나마 내인생을 말해주는 이영화	1.0
진짜 압권이다...한국에서 이런영화가 나왔다는게 신기할정도.. 박찬욱감독 대단하다 진짜	1.0
학위위조성범죄자 문제자들만 모아서 영화찍음 왜그랬으까 제작비 아끼려구 패자부활전 하냐?	0.0
초등학교때 부터 내 맘속에 최고의 드라마	1.0
타짜가 최고였지 타짜로 묻어간영화지만 천만관객은 너무함..잘만들어진영화도 아니고 그리잼있는 영화도 아니고 흔한소재,내용인데...	0.0
아련한 추억이 있는 영화. 극장에 가족이 가서 함께 봤던 영화. 수원 중앙극장의 추억 아직도 기억난다.	1.0
당연	1.0
아무 생각없이 막 찍어대고 편집으로 이야기 만들어내는 감독	0.0
케이블tv 에서 우연히 잠깐보고 재미있어 1000원이나 주고 다운받아 보는 중인데, 무한도전이나 개그콘서트도 수준낮다 무시하고 안보는 저이지만 이건 대놓고 코메디인데도 대사들이 인간 본성을 솔직히 드러내 화통하고 재미있습니다. 꼭 한번 보세요	1.0
린즈링이 너무 이뻐 ㅠ_ㅠ내 이상형 !! 하지만 영화는 쓰레기...휴..	0.0
너무너무 다시보고싶은영화 백야 다시볼 방법이 없나요??	1.0
어렵게사는 우리네 인생이야기 답답하면서 현실을 직시한 내용들을 무겁게 잘 표현 하셨네요	1.0
누구나 ㅡ낄수ㅣㅆ느덕을 영화화함...굿,,	1.0
안타까운 졸작. 제니퍼 애니스톤의 풋풋함마저도 이 영화의 분위기를 감당하지 못함.	0.0
모험, 스릴러, 전쟁 그리고 제3국가의 아픔까지 적절하게 버무린 영화. 2시간 30분이 정말 빠르게 지나간 것 같다. 또한 시에라리온 현지인 처럼 소름끼치게 연기를 한 자이몬 훈수라는 배우에게 흥미가 생겼다. 디카프리오 연기는 말할 것도 없고.	1.0
이런걸..영화라고.	0.0
아씨 울었다.	1.0
암 최고였지	1.0
소재도좋쿠 무섭기도하고 딱 내스타일^^	1.0
우리가 남이가,부산을 이용해 마케팅 했지만 젠장. 부산이 그 부산이었더라도 실패	0.0
봐도 봐도 절대 질리지않는다. 런닝타임이 길것같지만 절대 길지않고 보는내내 눈을 뗄수가없을정도로 시간이 빨리간다	1.0
이 영화에 투자자 있음? 줫나 어이없네. 지가 일류배우도 아니고 대역 쳐 쓰고 자빠졌네 ㅡㅡㅗ	0.0
보고싶지않았던 혹은 보지않으려했던 진짜 단면을 본것만 같다	1.0
재미쪙	1.0
TV판 8점을 주겠지만,다른것이 있을것이란 말과 달리 거시기밖에 없다. 실망이다.	0.0
평점높아서 밧더만 뉘미...	0.0
?	1.0
먼 귀신 이야기야. 그나마 조진웅의 연기가 살렸음. 어디선 본 듯한 소재를 가져다가 쓴 듯. 영화 내용처럼 표절? 특히 1408.	0.0
이 영화를 계기로 인생이 달라졌습니다	1.0
good	0.0
눈물	1.0
이런거 제작할 돈 안 아까운지 궁금하다	0.0
MMORPG 즐기지 않는 사람에게는 주석을 달아달란말이다.	0.0
저도 윤두준 땜시임 ㅋㅋㅋ	1.0
파라노말 엔티티도 있었군	0.0
몰입도 쩔어요 정재영씨를 드라마에서 볼 수 있어서 좋아요	1.0
이 영화는 꼭 봐야 합니다.	1.0
성룡님.. 이건 아니죠..	0.0
한국 씹어서 1점.. 1점도 아깝다	0.0
1,2 편만큼 재미있던데...4부터는 아니지만 3는 진짜 재미있게 봤어요!!	1.0
볼때마다 재미씀ㅋ열자이상 뭥미	1.0
채널돌리다가 슥 봤는데 끝까지 눈을 뗼 수가 없었다.	1.0
진짜 봐야할 영화다 역사를 잊지말자	1.0
잘짜여진시나리오..빛난다.	1.0
9점대면 명작 반열이 아닌가? 아무리 생각해도 재미로 주기에는 별점이 과하다	0.0
에잉 3등이네.ㅋㅋㅋㅋㅋ	1.0
음별로예요저한텐너무억지였음설정이ㅠ	0.0
으헝 이건 아닌...ㅠ	0.0
걍 사건1개로 캐릭들 연계성이나 감정표현에 집중했더라면- 정작 필요한건 없는느낌.	0.0
쓰레기 좌파가 만든 OOO기 각본은 누가 썻는지 OO	0.0
천국보다 아름다운 것은 사랑?	1.0
개꿀잼ㅋ개꿀잼ㅋ10자	1.0
불륜이 로맨스냐?ㅋㅋㅋ옳게 리뷰쓴 것들 보니 쯧쯧 한심하고	0.0
영화보면서 이렇게 욕한적첨이다	0.0
볼거리도 많고 흥미진진 했다. 원작엔 못미쳐도 훌륭했고 특히 올랜도 블룸!	1.0
전당포는 안하시는 우주파괴급 파워 아저씨	1.0
이거 생각보다 감동스러운영화내여	1.0
제목이 멋지다	1.0
굿	1.0
할리우드판 사이버 표뮬러네졸라 흥분 되도 재미있게 잘 즐겨 봤다남자의 로망이지 ㅎㅎ	1.0
처음부터 끝까지 아름다운 여운이 긴 영화	1.0
빛 좋은 개살구	0.0
완벽한 초강력 액션 정말 굿	1.0
막장도 재미가있어야 보지..재미도 없고 짜증만 남남녀주인공이 어울리면 참고보겠는데 진짜 안어울리고웬만하면 다 재밌게 보는데 진짜 내가본것중 제일 최악이였음!!무튼 주인공들부터시작해서 성격 개 이상함!!조기종영이 답이다...	0.0
현실성이 없으면 상상력이라도 있을것이지..	0.0
예수를 믿지 않는 자들이보면 이거 뭐여 하겠지..	0.0
끝난다는 사실이 너무 슬퍼요. 가슴이 뻥 뚫려버린것같아..	1.0
이게 뭥미. 딱히 특별하지도 않고 이미 다 알고 있는 인간심리 묘사	0.0
뭔가 스토리 전개가 잘 않되니까 걍 존나 멋있게 보여주자!! 이런느낌마치 드라마 예고편 5~6개 붙여논 영상 같다.	0.0
난 별로 잼 없었음....	0.0
몸이 불편하고 몸이 순결하지 않은것보다 생각이. 사고가 깨끗하고 곧아야지.	1.0
그냥 놔두시지 그러셨어요...	0.0
이거말고 겨울왕국을봐라	0.0
유쾌한 영화 입니다. ㅎㅎㅎ	1.0
다 짤랐을꺼야. 그래서 납득할 수 없었던거야.. 그럴꺼야.. 꼭 그랬던걸꺼야..	0.0
돌아왔다 형래..	0.0
집으로 돌아온 무어 중령의 얼굴이 잊혀지지 않는다.	1.0
개키우는입장인데도-좋은점수를못주겠다.시시하고,지루하다	0.0
... 무조건 보라	1.0
재밌는데 키아누 리브스가 넘 적게나와 아쉽내요~	1.0
마치 비디오게임을 연상시키는 스토리 전개방식, 허를 찌르는 반전. 완벽하다.	1.0
내가봤던영화중에서 최고로 쓰레기였음 나랑여친둘밖에 관객이없었음 ㅋㅋ	0.0
엔딩이 넘 슬퍼요 :(	1.0
ㅋㅋㅋ 재미없음	0.0
노다메에 비해 아쉽지만 그래도 좋아요	1.0
현재 4 화..지금까진 아주 재밌다. 앞으로도 쭉 재밌길 기대한다.	1.0
개인의창작은 존중하지만 이건 한컷한컷 노력이없다.	0.0
전체적으로 신선하구 좋았다. 이정현 신기있다구하던데 그래서 그런지묘하게 어울리네	1.0
꿀잼 영화 추억이다ㅜㅜ	1.0
지송	0.0
이건 무조건 10점..	1.0
유일한 오점-> 최수종.	1.0
이게 영화냐	0.0
웅장하고 희열을 느끼고 흥분하고 잠시나마 보는내내 대리만족한것으로 고마웠다	1.0
날고기와 코스요리의 공존.	1.0
영화를 12세이하 관람, 13세 이상 관람불가로 만들줄은 몰랐다	0.0
보고나서 기분이 씁쓸해지는.. 시간 감독 배우들이 모조리아까운 영화	0.0
최고의 액션배우	1.0
대학등록금 이랑 몸파는 거랑 무슨 의미가 있다는건지?돈이 없으면 대학 안가면되는 거고 꼭 가고싶으면 노동을 해서 정당하게 돈을 벌면 되는거지 몸파는걸 정당화 시킬려고하네 ㅋㅋ 저런 인간들이 지능력은 인정 못하고 주변환경 탓하거나 신세타령만 늘어놓지	0.0
아드레날린 과다복용.	0.0
이영화를보니까 교훈을 주네요! 나도 남은인생을 화려하게 살아야겟다.. 말밖에 안나오네요..	1.0
묵직하게 시작해서 우습게 끝남	0.0
진짜 이건 아님ㅋㅋㅋㅋㅋ액션영화좋아해서 액션영화만 다운받아서 꾸준히 본게 벌써 몇년인 사람임 근데 이건 진짴ㅋㅋㅋㅋㅋㅋ아무리 점수 잘 줘도 100점 만점에 10점?ㅡㅡ돈주고봤는데너무아깝다진짜ㅜㅜ그리고대체 왜 13구역 타이틀을 달고나왔는지 모르겠음 실망	0.0
진짜 지겹다...	0.0
별 안주는건 없네. 작가의 기준이 어떻게 되요? 정말 이작품이 작가가 쓴거 맞아요? 아침동시간 드라마 방송이없으니 정말 편하게 잠깐깔짝대고 쓰나보네요. 삼사방송이 같은 소재의 드라마로 커피숍에서 만나서 같이 서로 의논하며 쓰나봐. OOO	0.0
이게 머꼬..시간 낭비	0.0
드라마가 살아있는 가슴 먹먹해지는 영화였다. 진짜 최고다. 만화랑은 조금 다르니까.. 너무 만화 생각하면 안된다. 원작을 뛰어넘은 영화였다.	1.0
러브라인은이제그만 내용팍팍 나가자구용 지루해져요	0.0
장르가.. 코미디인가여?	0.0
